timestamp,libtorch_out1,libtorch_out2,libtorch_out3,libtorch_out4,libtorch_out5,libtorch_out6,pytorch_out1,pytorch_out2,pytorch_out3,pytorch_out4,pytorch_out5,pytorch_out6
0.055,-1,-1,-1,1,-1,1,-1,-1,-1,1,-1,1
0.056,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1
0.075,1,-1,1,-1,-1,1,1,-1,1,-1,-1,1
0.095,-1,-1,1,1,0.994154,-1,-1,-1,1,1,0.994154,-1
0.116,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
0.136,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1
0.156,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1
0.176,1,1,-1,-1,1,1,1,1,-1,-1,1,1
0.196,1,1,-1,1,-0.992031,0.999999,1,1,-1,1,-0.992031,0.999999
0.216,1,1,1,1,1,-1,1,1,1,1,1,-1
0.236,-1,1,1,1,1,-1,-1,1,1,1,1,-1
0.256,-1,1,1,1,1,-1,-1,1,1,1,1,-1
0.276,-1,1,1,1,1,1,-1,1,1,1,1,1
0.296,-1,1,1,-1,1,1,-1,1,1,-1,1,1
0.316,-1,1,1,-1,1,1,-1,1,1,-1,1,1
0.336,1,1,1,-1,1,1,1,1,1,-1,1,1
0.356,1,1,1,1,0.977897,1,1,1,1,1,0.977897,1
0.377,1,-1,1,1,-1,1,1,-1,1,1,-1,1
0.397,1,-1,-1,1,-1,1,1,-1,-1,1,-1,1
0.417,1,-1,-1,1,-1,1,1,-1,-1,1,-1,1
0.437,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1
0.457,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1
0.477,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1
0.497,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,-1
0.517,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1
0.537,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.557,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.577,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1
0.597,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1
0.618,1,-1,-1,-1,1,1,1,-1,-1,-1,1,1
0.638,1,1,-1,-1,1,1,1,1,-1,-1,1,1
0.658,1,1,-1,1,1,-1,1,1,-1,1,1,-1
0.678,1,1,1,1,1,-1,1,1,1,1,1,-1
0.698,1,1,1,1,1,-1,1,1,1,1,1,-1
0.718,-1,1,1,1,1,-1,-1,1,1,1,1,-1
0.738,-1,1,1,1,1,-1,-1,1,1,1,1,-1
0.758,-1,1,1,1,1,-1,-1,1,1,1,1,-1
0.778,-1,1,1,-1,1,1,-1,1,1,-1,1,1
0.798,-1,1,1,-1,1,1,-1,1,1,-1,1,1
0.818,-1,1,1,-1,1,1,-1,1,1,-1,1,1
0.838,1,1,1,-1,1,1,1,1,1,-1,1,1
0.859,1,1,1,1,-1,1,1,1,1,1,-1,1
0.879,1,1,1,1,-1,1,1,1,1,1,-1,1
0.899,1,-1,-1,1,-1,1,1,-1,-1,1,-1,1
0.919,1,-1,-1,1,1,1,1,-1,-1,1,1,1
0.939,1,-1,-1,1,-1,1,1,-1,-1,1,-1,1
0.959,-1,-1,-1,-1,-1,-0.999842,-1,-1,-1,-1,-1,-0.999842
0.979,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1
0.999,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1
1.019,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1
1.039,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,-1
1.059,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1
1.079,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1.099,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1
1.12,-1,-1,-1,-1,-0.999993,1,-1,-1,-1,-1,-0.999993,1
1.14,1,-1,-1,-1,1,1,1,-1,-1,-1,1,1
1.16,1,1,-1,-1,1,1,1,1,-1,-1,1,1
1.18,1,1,-1,-1,1,-1,1,1,-1,-1,1,-1
1.2,1,1,1,1,1,-1,1,1,1,1,1,-1
1.22,1,1,1,1,1,-1,1,1,1,1,1,-1
1.24,-1,1,1,1,1,-1,-1,1,1,1,1,-1
1.26,-1,1,1,1,1,-1,-1,1,1,1,1,-1
1.28,-1,1,1,1,1,-1,-1,1,1,1,1,-1
1.3,-1,1,1,1,1,1,-1,1,1,1,1,1
1.32,-1,1,1,-1,1,1,-1,1,1,-1,1,1
1.34,-1,1,1,-1,1,1,-1,1,1,-1,1,1
1.361,1,1,1,-1,1,1,1,1,1,-1,1,1
1.381,1,1,1,1,-1,1,1,1,1,1,-1,1
1.401,1,1,1,1,-1,1,1,1,1,1,-1,1
1.421,1,-1,-1,1,-1,1,1,-1,-1,1,-1,1
1.441,1,-1,-1,1,1,1,1,-1,-1,1,1,1
1.461,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1
1.481,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1
1.501,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1
1.521,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1
1.541,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,-1
1.561,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1
1.581,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1
1.601,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1.622,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1
1.642,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1
1.662,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1
1.682,1,1,-1,-1,1,1,1,1,-1,-1,1,1
1.702,1,1,-1,-1,1,-1,1,1,-1,-1,1,-1
1.722,1,1,1,1,1,-1,1,1,1,1,1,-1
1.742,1,1,1,1,1,-1,1,1,1,1,1,-1
1.762,1,1,1,1,1,-1,1,1,1,1,1,-1
1.782,-1,1,1,1,1,-1,-1,1,1,1,1,-1
1.802,-1,1,1,1,0.013798,-1,-1,1,1,1,0.013802,-1
1.822,-1,1,1,1,0.99997,1,-1,1,1,1,0.99997,1
1.842,-1,1,1,-1,1,1,-1,1,1,-1,1,1
1.862,-1,1,1,-1,1,1,-1,1,1,-1,1,1
1.883,1,1,1,-1,1,1,1,1,1,-1,1,1
1.903,1,1,1,1,-1,1,1,1,1,1,-1,1
1.923,1,1,1,1,-1,1,1,1,1,1,-1,1
1.943,1,-1,-1,1,-1,1,1,-1,-1,1,-1,1
1.963,1,-1,-1,1,1,1,1,-1,-1,1,1,1
1.983,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1
2.003,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1
2.023,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1
2.043,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1
2.063,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,-1
2.083,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,-1
2.103,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2.123,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2.144,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1
2.164,-1,-1,-1,-1,-0.99996,1,-1,-1,-1,-1,-0.99996,1
2.184,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1
2.204,1,1,-1,-1,1,1,1,1,-1,-1,1,1
2.224,1,1,-1,-1,1,-1,1,1,-1,-1,1,-1
2.244,1,1,1,1,1,-1,1,1,1,1,1,-1
2.264,1,1,1,1,1,-1,1,1,1,1,1,-1
2.284,1,1,1,1,1,-1,1,1,1,1,1,-1
2.304,-1,1,1,1,1,-1,-1,1,1,1,1,-1
2.324,-1,1,1,1,1,-1,-1,1,1,1,1,-1
2.344,-1,1,1,1,1,1,-1,1,1,1,1,1
2.364,-1,1,1,-1,0.999958,1,-1,1,1,-1,0.999958,1
2.385,-1,1,1,-1,1,1,-1,1,1,-1,1,1
2.405,0.454146,1,1,-1,1,1,0.454115,1,1,-1,1,1
2.425,1,1,1,1,-0.926305,1,1,1,1,1,-0.926305,1
2.445,1,1,1,1,-1,1,1,1,1,1,-1,1
2.465,1,-1,-1,1,1,1,1,-1,-1,1,1,1
2.485,1,-1,-1,1,-1,1,1,-1,-1,1,-1,1
2.505,1,-1,-1,0.999994,-1,1,1,-1,-1,0.999994,-1,1
2.525,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1
2.545,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1
2.565,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1
2.585,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1
2.605,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,-1
2.626,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1
2.646,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2.666,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1
2.686,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1
2.706,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1
2.726,1,1,-1,-1,1,1,1,1,-1,-1,1,1
2.746,1,1,-1,-1,1,-1,1,1,-1,-1,1,-1
2.766,1,1,0.998498,1,1,-1,1,1,0.998498,1,1,-1
2.786,1,1,1,1,1,-1,1,1,1,1,1,-1
2.806,-1,1,1,1,1,-1,-1,1,1,1,1,-1
2.826,-1,1,1,1,1,-1,-1,1,1,1,1,-1
2.847,-1,1,1,1,1,-1,-1,1,1,1,1,-1
2.866,-1,1,1,1,1,1,-1,1,1,1,1,1
2.887,-1,1,1,-1,1,1,-1,1,1,-1,1,1
2.907,-1,1,1,-1,1,1,-1,1,1,-1,1,1
2.927,1,1,1,-1,1,1,1,1,1,-1,1,1
2.947,1,1,1,1,-1,1,1,1,1,1,-1,1
2.967,1,1,1,1,-1,1,1,1,1,1,-1,1
2.987,1,-1,-1,1,-1,1,1,-1,-1,1,-1,1
3.007,1,-1,-1,1,1,1,1,-1,-1,1,1,1
3.027,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1
3.047,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1
3.067,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1
3.087,0.999855,-1,-1,-1,-1,-1,0.999855,-1,-1,-1,-1,-1
3.107,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,-1
3.127,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,-1
3.148,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1
3.168,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3.188,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1
3.208,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1
3.228,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1
3.248,1,1,-1,-1,1,1,1,1,-1,-1,1,1
3.268,1,1,-1,-1,1,-1,1,1,-1,-1,1,-1
3.288,1,1,1,1,1,-1,1,1,1,1,1,-1
3.308,1,1,1,1,1,-1,1,1,1,1,1,-1
3.328,-1,1,1,1,1,-1,-1,1,1,1,1,-1
3.348,-1,1,1,1,1,-1,-1,1,1,1,1,-1
3.368,-1,1,1,1,1,-1,-1,1,1,1,1,-1
3.389,-1,1,1,1,1,1,-1,1,1,1,1,1
3.409,-1,1,1,-1,1,1,-1,1,1,-1,1,1
3.429,-1,1,1,-1,1,1,-1,1,1,-1,1,1
3.449,1,1,1,-1,1,1,1,1,1,-1,1,1
3.469,1,1,1,1,1,1,1,1,1,1,1,1
3.489,1,1,1,1,-1,1,1,1,1,1,-1,1
3.509,1,-1,-1,1,-1,1,1,-1,-1,1,-1,1
3.529,1,-1,-1,1,-1,1,1,-1,-1,1,-1,1
3.549,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1
3.569,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1
3.589,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1
3.609,0.894038,-1,1,-1,-1,-1,0.894045,-1,1,-1,-1,-1
3.63,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,-1
3.65,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1
3.67,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1
3.69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3.71,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1
3.73,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1
3.75,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1
3.77,1,1,-1,-1,1,1,1,1,-1,-1,1,1
3.79,1,1,-1,-1,1,-1,1,1,-1,-1,1,-1
3.81,1,1,-1,1,1,-1,1,1,-1,1,1,-1
3.83,1,1,1,1,1,-1,1,1,1,1,1,-1
3.85,1,1,1,1,1,-1,1,1,1,1,1,-1
3.871,-1,1,1,1,1,-1,-1,1,1,1,1,-1
3.891,-1,1,1,1,0.999958,-1,-1,1,1,1,0.999958,-1
3.911,-1,1,1,1,1,-1,-1,1,1,1,1,-1
3.931,-1,1,1,-1,0.999996,1,-1,1,1,-1,0.999996,1
3.951,-1,1,1,-1,0.999996,1,-1,1,1,-1,0.999996,1
3.971,-1,1,1,-1,1,1,-1,1,1,-1,1,1
3.991,1,1,1,1,-0.999997,1,1,1,1,1,-0.999997,1
4.011,1,1,1,-1,-1,1,1,1,1,-1,-1,1
4.031,1,-1,1,1,-1,1,1,-1,1,1,-1,1
4.051,1,-1,-1,1,-1,1,1,-1,-1,1,-1,1
4.071,1,-1,-1,1,1,1,1,-1,-1,1,1,1
4.091,1,-1,-1,1,-1,1,1,-1,-1,1,-1,1
4.111,-1,-1,-1,-0.986172,-1,-1,-1,-1,-1,-0.986172,-1,-1
4.131,1,-1,0.999997,-1,-1,-1,1,-1,0.999997,-1,-1,-1
4.152,0.909803,-1,-1,-1,-1,-1,0.909796,-1,-1,-1,-1,-1
4.172,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,-1
4.192,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1
4.212,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4.232,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1
4.252,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1
4.272,1,1,-1,-1,1,1,1,1,-1,-1,1,1
4.292,1,1,-1,-1,1,1,1,1,-1,-1,1,1
4.312,1,1,-1,1,1,-1,1,1,-1,1,1,-1
4.332,1,1,1,1,1,-1,1,1,1,1,1,-1
4.352,-1,1,1,1,1,-1,-1,1,1,1,1,-1
4.372,0.999701,1,1,1,0.983259,-1,0.999701,1,1,1,0.983259,-1
4.393,-1,1,1,1,-0.999999,-1,-1,1,1,1,-0.999999,-1
4.413,-1,1,1,1,-0.999999,-1,-1,1,1,1,-0.999999,-1
4.433,-1,1,1,-1,1,1,-1,1,1,-1,1,1
4.453,-1,1,1,-1,1,1,-1,1,1,-1,1,1
4.473,-1,1,1,-1,1,1,-1,1,1,-1,1,1
4.493,1,1,1,-1,1,1,1,1,1,-1,1,1
4.513,1,-1,1,1,1,1,1,-1,1,1,1,1
4.533,1,-1,1,1,-1,1,1,-1,1,1,-1,1
4.553,1,-1,-1,1,-1,1,1,-1,-1,1,-1,1
4.573,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1
4.593,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4.613,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1
4.633,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1
4.653,0.842396,-1,1,1,-1,-1,0.842409,-1,1,1,-1,-1
4.674,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1
4.694,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4.714,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1
4.734,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1
4.754,1,1,-1,-1,1,1,1,1,-1,-1,1,1
4.774,1,1,-1,-1,1,1,1,1,-1,-1,1,1
4.794,1,1,-1,1,1,-1,1,1,-1,1,1,-1
4.814,1,1,1,1,1,-1,1,1,1,1,1,-1
4.834,1,1,1,1,1,-1,1,1,1,1,1,-1
4.854,-1,1,1,1,1,-1,-1,1,1,1,1,-1
4.874,-1,1,1,1,-0.980646,-1,-1,1,1,1,-0.980646,-1
4.894,-1,1,1,1,1,-1,-1,1,1,1,1,-1
4.915,-1,1,1,-1,1,1,-1,1,1,-1,1,1
4.935,-1,1,1,-1,1,1,-1,1,1,-1,1,1
4.955,-1,1,1,-1,1,1,-1,1,1,-1,1,1
4.975,1,1,1,-1,0.999813,1,1,1,1,-1,0.999813,1
4.995,1,-1,1,1,-1,1,1,-1,1,1,-1,1
5.015,1,-1,0.999752,1,-1,1,1,-1,0.999752,1,-1,1
5.035,1,-1,-1,1,-1,1,1,-1,-1,1,-1,1
5.055,1,-1,-1,-1,1,-0.999997,1,-1,-1,-1,1,-0.999997
5.075,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1
5.095,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5.115,1,-1,1,1,-1,-1,1,-1,1,1,-1,-1
5.135,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,-1
5.155,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1
5.175,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1
5.195,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1
5.216,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1
5.236,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1
5.256,1,1,-1,-1,1,1,1,1,-1,-1,1,1
5.276,1,1,-1,-1,1,1,1,1,-1,-1,1,1
5.296,1,1,-1,1,1,-1,1,1,-1,1,1,-1
5.316,1,1,1,1,1,-1,1,1,1,1,1,-1
5.336,1,1,1,1,1,-1,1,1,1,1,1,-1
5.356,-1,1,1,1,1,-1,-1,1,1,1,1,-1
5.376,-1,1,1,1,1,-1,-1,1,1,1,1,-1
5.396,-1,1,1,1,1,-1,-1,1,1,1,1,-1
5.416,-1,1,1,-1,-0.982058,1,-1,1,1,-1,-0.982058,1
5.436,-1,1,1,-1,1,1,-1,1,1,-1,1,1
5.457,-1,1,1,-1,1,1,-1,1,1,-1,1,1
5.477,1,1,1,-1,1,1,1,1,1,-1,1,1
5.497,1,1,1,1,-0.999997,1,1,1,1,1,-0.999997,1
5.517,1,-1,1,1,1,1,1,-1,1,1,1,1
5.537,1,-1,-1,1,-1,1,1,-1,-1,1,-1,1
5.557,1,-1,-1,-1,1,1,1,-1,-1,-1,1,1
5.577,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1
5.597,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1
5.617,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1
5.637,0.99982,-1,-1,1,-1,-1,0.99982,-1,-1,1,-1,-1
5.657,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,-1
5.677,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,-1
5.697,-1,-1,-1,0.9774,-1,-1,-1,-1,-1,0.9774,-1,-1
5.717,-1,-1,-1,-1,-1,0.997748,-1,-1,-1,-1,-1,0.997748
5.738,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1
5.758,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1
5.778,1,1,-1,-1,1,1,1,1,-1,-1,1,1
5.798,1,1,-1,-1,1,-1,1,1,-1,-1,1,-1
5.818,1,1,-1,-1,1,-1,1,1,-1,-1,1,-1
5.838,1,1,-1,1,1,-1,1,1,-1,1,1,-1
5.858,1,1,1,1,1,-1,1,1,1,1,1,-1
5.878,-1,1,1,1,1,-1,-1,1,1,1,1,-1
5.898,-1,1,1,1,1,-1,-1,1,1,1,1,-1
5.918,-1,1,1,1,1,-1,-1,1,1,1,1,-1
5.938,-1,1,1,1,1,1,-1,1,1,1,1,1
5.958,-1,1,1,-1,1,1,-1,1,1,-1,1,1
5.978,-1,1,1,-1,1,1,-1,1,1,-1,1,1
5.999,1,1,1,-1,-1,1,1,1,1,-1,-1,1
6.019,1,1,1,1,-1,1,1,1,1,1,-1,1
6.039,1,-1,1,1,-1,1,1,-1,1,1,-1,1
6.059,1,-1,-1,1,1,1,1,-1,-1,1,1,1
6.079,1,-1,-1,0.999984,1,1,1,-1,-1,0.999984,1,1
6.099,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1
6.119,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1
6.139,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1
6.159,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1
6.179,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,-1
6.199,-1,-1,-0.999996,1,-1,-1,-1,-1,-0.999996,1,-1,-1
6.219,-1,-1,-1,0.149713,-1,-1,-1,-1,-1,0.149717,-1,-1
6.239,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1
6.26,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1
6.28,-1,-1,-1,-1,-0.999983,1,-1,-1,-1,-1,-0.999983,1
6.3,1,-0.464339,-1,-1,1,1,1,-0.464321,-1,-1,1,1
6.32,1,1,-1,-1,1,0.999916,1,1,-1,-1,1,0.999916
6.34,1,1,-1,-1,1,-1,1,1,-1,-1,1,-1
6.36,1,1,1,1,1,-1,1,1,1,1,1,-1
6.38,1,1,1,1,1,-1,1,1,1,1,1,-1
6.4,-1,1,1,1,1,-1,-1,1,1,1,1,-1
6.42,-1,1,1,1,1,-1,-1,1,1,1,1,-1
6.44,-1,1,1,1,1,-1,-1,1,1,1,1,-1
6.46,-1,1,1,1,1,-1,-1,1,1,1,1,-1
6.48,-1,1,1,-1,1,1,-1,1,1,-1,1,1
6.5,-1,1,1,-1,1,1,-1,1,1,-1,1,1
6.52,1,1,1,-1,1,1,1,1,1,-1,1,1
6.541,1,1,1,1,-1,1,1,1,1,1,-1,1
6.561,1,1,1,1,-1,1,1,1,1,1,-1,1
6.581,1,-1,-1,1,-1,1,1,-1,-1,1,-1,1
6.601,1,-1,-1,1,-0.988174,1,1,-1,-1,1,-0.988174,1
6.621,1,-1,-1,-0.994436,-1,1,1,-1,-1,-0.994436,-1,1
6.641,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1
6.661,0.999821,-1,-0.999999,-1,-1,-1,0.999821,-1,-0.999999,-1,-1,-1
6.681,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,-1
6.701,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,-1
6.721,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1
6.741,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6.761,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1
6.781,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1
